9,3328,yes,0,0,,0,0,0,,,"Retrieves from Human Chute. Ineffective usage of Bin-Litter; no tote underneath."
9,968,,0,0,,0,0,0,,,"style points didn't do much. tried to put a bin on top. "
9,5669,,0,0,,5,0,0,,,"Landfill robot ; good driver; Claw picks up two simultaneously side by side"
9,4913,yes,1,0,,0,0,0,,,"Starting zone: staging zone. Primary zone: didn't have. Coopertition: put one tote Scoring tactic: tried only coopertition set"
10,1160,yes,0,0,,3,0,0,,,"moved bin in auto. didn't drop."
10,691,,0,0,,1,0,0,,,"Feeder station, slow robot and bad human player"
10,980,yes,0,0,,4,3,1,,,"Starting zone: staging Primary zone:landfill. Coopertition: none Scoring tactic: landfill "
10,5124,yes,0,0,,7,4,0,,,"lifts bin in auto."
0,3752,,0,0,,1,0,0,,,"Wobbly frame for Robot. Drivers seem inexperienced; no Autonomous and scored one point in Teleop. Would deny alliance."
12,5612,,0,0,,0,0,0,,,"they didn't so much "
11,4964,,0,0,,0,0,0,,,"bad driving; herds totes; "
11,4019,yes,0,0,,0,0,0,,,"aimless driving"
11,5432,,0,0,,0,0,0,,,"Wobbly Frame for Robot. Ineffective drivers and Human player. Did not score anything this match."
11,3863,,0,0,,1,0,0,,,"Bad drivimg"
11,1388,,0,0,,0,0,0,,,"Starting zone: staging. Primary zone: they were driving around the field. Coopertition: None. Auto: none"
12,5285,,0,0,,0,0,0,,,
12,1452,,0,0,,0,0,0,,,"slow/bad driving; no scoring"
12,3512,,0,0,,5,5,0,,,"no bin"
12,5540,yes,0,0,,1,0,0,,,"Grabs one tote at a time. Retrieves from Landfill. "
12,330,yes,0,3,,10,15,0,,,"Starting zone: staging  Primary zone: feeding station .Coopertition: none Scoring tactic: feeding "
13,687,yes,0,0,,2,0,0,,,"Feeder station; bad driver"
13,4574,yes,0,1,,4,0,0,,,"landfill pickup; okay driving"
13,1138,,0,0,,0,0,0,,,"lifted bin. struggle at feeder station."
13,4,yes,0,0,,0,0,0,,,"Speeds down to Landfill in Autonomous. Attempted Coopertition; capable but both alliances did not comply. Did not score this match. "
13,1147,,0,0,,0,0,0,,,"colorful. was about to.score 3 but didn't "
14,4415,,0,0,,0,0,0,,,"struggled to put a yellow tote on step. "
14,2637,yes,0,0,,5,5,1,,,"slow drive; feeder station; "
14,696,yes,0,0,,7,0,0,,,"Feeder station, "
14,5089,,0,0,,0,0,0,,,"starting zone: landfill. primary zone: landfil . coopertition: .none .eauto: none"
14,1197,,0,0,,10,10,0,,,"Staging zone start. 2x 5 stack with bin."
14,3328,yes,0,0,,0,0,0,,,"Attempted Coopertition; very capable. Focused purely on Coopertition during match."
15,4079,yes,0,0,,3,0,0,,,"stacks wide."
15,1515,yes,0,0,,3,3,0,,,"can only pick up one thing at a time"
15,589,yes,0,0,,1,0,0,,,"Herds totes"
15,5100,,0,0,,1,0,0,,,"Retrieves from Human Chute. Ineffective Human Player. "
15,5124,,0,0,,5,0,0,,,"Starting zone: Primary zone: landfill Coopertition: none Scoring tactic: landfill Auto: none"
15,3882,,0,0,,7,5,0,,,"Feed from Human Player."
15,5124,,0,0,,5,0,0,,,"Starting zone: staging Primary zone: landfillCoopertition: none Scoring tactic: landfill  Auto: none"
16,1160,yes,1,1,yes,0,0,0,,,"SOLID AUTONOMOUS. Omni-Driven Robot. Attempted Coopertition;  opposing alliance did not comply. Retrieved from Human Chute."
16,2573,yes,0,0,,0,0,0,,,"nothing much. "
16,1388,,0,0,,1,0,0,,,"herds totes; slow"
16,5647,,0,0,,2,0,0,,,"Landfill, bad driver"
16,2443,yes,0,0,,5,5,0,,,"attempted coopertition"
17,4913,,0,0,,1,0,0,,,"almost out a bin on top. "
17,4276,,0,0,,0,0,0,,,"Can only pick up totes with perfect orientation"
17,2404,,0,0,,2,0,0,,,"really slow drive; diffulties picking up totes; "
17,691,yes,0,0,,2,0,0,,,"Shaky robot design. Very unstable when going over ramps. "
17,4322,,0,0,,1,0,0,,,"unstable lift"
17,3863,yes,0,1,,0,0,0,,,"Starting zone: staging Primary zone: landfill. Coopertition: stack of 4 totes . Scoring tactic: tried only coopertition points "
18,5432,yes,0,0,,0,0,0,,,"Died. "
18,1661,,0,0,,0,0,0,,,"bad lift; "
18,3759,,0,0,,4,0,0,,,"Feeder; struggles to pick up totes"
18,3309,yes,1,0,,8,1,1,,,"Unique conveyer-like claw makes tote intake a breeze. Retrieves from Landfill quite effectively.  Able to put litter in bin while stacked with totes. Dangerous Opponent."
18,2439,,0,0,,0,0,0,,,"didn't move much. "
18,2839,,0,0,,0,0,0,,,"Starting zone: staging  Primary zone: Coopertition: tried put 3 totes Auto:none"
19,3752,,0,0,,0,0,0,,,"terrible drive; stopped moving in middle of match"
19,5669,,0,0,,0,0,1,,,"spent all match trying to do cooperation. "
19,207,yes,0,0,,2,0,0,,,"Retrieves from Human Chute. Slow intake of totes through chute."
19,597,yes,0,0,,0,0,0,,,"slow.attempted coopertition."
20,5521,,0,0,,0,0,0,,,"Starting zone: staging Primary zone: landfill Coopertition:none Scoring tactic: landfill Auto: none "
19,973,yes,0,0,,12,6;6,0,,,"Feeder; almost made a triple stack auto;"
20,4019,,0,0,,0,0,0,,,Dead
20,867,,0,0,,0,0,0,,,"No Robot or Drive Team Present at the match."
20,599,,0,0,,0,0,0,,,
20,4201,,0,0,,4,4,1,,,
20,5513,yes,1,0,,2,0,0,,,"slow pick up;"
20,1438,,0,0,,2,0,0,,,"Shaky design."
21,294,yes,1,0,,0,0,0,,,"Starting zone: Primary zone: landfill Coopertition: Scoring tactic: landfil"
21,606,,0,0,,0,0,0,,,"lost at the landfill"
21,4964,,0,0,,1,0,0,,,"Shaky robot design. Retrieves from Landfill. Grabs one tote at a time. Slightly ineffective strategy."
21,980,,0,0,,0,0,0,,,
21,968,,0,0,,0,0,0,,,"1 cooperation tote; bad driver; feeder"
22,995,,0,0,,1,0,0,,,"they didn't so much "
22,848,,0,0,,0,0,0,,,"unstable lift; allows totes to swing around. "
22,5512,,0,0,,1,0,0,,,"Bad driver: cannot pick up totes"
22,1717,,0,0,,0,0,0,,,"Starting zone: staging. Primary zone: landfill Coopertition: none Scoring tactic: landfill Auto: none. Did stack of 5 totes with a bin, but they touched it in the last second "
22,702,,0,0,,0,0,0,,,"Odd methodology. Unique but overall ineffective teleop strategy. "
23,1148,yes,0,0,,0,0,0,,,"reminded me of tally. it looked really confused when it was driving. "
23,4276,,0,0,,4,0,0,,,
23,1452,,0,0,,0,0,0,,,Dead
23,3512,,0,0,,2,1,0,,,"Retrieves from Landfill. Nothing special."
23,5124,,0,0,,3,0,0,,,"Starting zone: landfill. Primary zone: landfill Coopertition: none Scoring tactic: landfill Auto: none. Bin fell from their stack"
0,,,0,0,,0,0,0,,,"Starting zone: Primary zone: Coopertition: Scoring tactic: Auto:"
24,3759,,0,0,,0,1,0,,,"they stacked a bin on 1 tote"
24,3752,,0,0,,0,0,0,,,Dead
24,5540,yes,0,0,,2,1,0,,,"Retrieves from Landfill. Can carry only one tote at a time. Sluggish movement."
24,3882,,0,0,,0,0,0,,,"Dropped stack of 4"
24,4,yes,1,0,,0,0,0,,,"Starting zone: staging Primary zone:landfill Coopertition: none Scoring tactic: Landfill"
24,4415,yes,1,0,,2,2,0,,,"Almost tipped over. Claw primarily for bins"
25,5510,,0,0,,0,0,0,,,"Starting zone: Primary zone: Coopertition: Scoring tactic: Auto: none"
25,5513,yes,0,0,,0,0,0,,,"Lost in the landfill. could not pick up totes"
25,4079,yes,1,0,,0,0,0,,,"Attempted Coopertition; failed. Lack of strategy in teleop."
25,589,yes,0,0,,4,0,0,,,"Not lifting totes; feeder; slow"
25,5089,,0,0,,1,0,0,,,"moved around with a yellow bin for a while.  "
25,5647,,4,0,,0,0,0,,,"No Auto. Fast drive. Just pushing totes. "
25,5510,,0,0,,2,0,0,,,"Starting zone: staging Primary zone: feeding Coopertition: none Scoring tactic: feeding Auto: none"
27,691,yes,0,0,,0,0,0,,,"Tipped over in Autonomous "
27,294,yes,0,0,,2,0,0,,,"they didn't so much "
28,968,,0,0,,0,0,0,,,"attempted coopertition"
28,3864,yes,0,0,,3,3,0,,,"a little slow. "
28,1138,yes,0,0,,1,0,0,,,"Only held one tote."
28,1197,yes,0,0,,10,10,0,,,"5 stack in 35 seconds."
29,4264,,0,0,,1,1,1,,,"Starting zone: staging  Primary zone: landfill Coopertition: None Scoring tactic: landfill Auto: none"
30,4619,,0,0,,3,0,0,,,"No Auto. Slow conveyer "
30,1515,,0,0,,0,0,0,,,"Starting zone: staging Primary zone: auto zone Coopertition: none Scoring tactic: tried to grab a binAuto:none"
31,1438,,0,0,,1,0,0,,,"Got stuck on bump in Autonomous but got off."
31,687,yes,1,0,,0,0,0,,,"Starting zone: staging Primary zone: feeding station  Coopertition: none Scoring tactic: Feeding"
31,4913,yes,0,0,,1,0,0,,,"Auto: lifts yellow tote"
32,696,yes,1,0,,4,0,0,,,"Fed by Human Chute. Did not assist with Coopertition Stack "
32,599,yes,0,,,0,0,0,,,"long arms swipe 2 bins off step and onto bump."
32,1160,,0,0,,0,0,0,,,"Starting zone:landfill Coopertition: 3 totes Scoring tactic: Tried to get yellow Totes"
,,,,,,,,,,,
33,330,,0,0,,10,15,0,,,boring
33,4019,yes,0,0,,0,0,0,,,"Robot malfunction: idle for most of the match."
33,1717,yes,0,0,,6,6,0,,,"Good driver; 6 tote stack with bin; consistent"
33,2637,,0,0,,15,0,0,,,"Starting zone: landfill Primary zone: feeding Coopertition: none Scoring tactic: feeding station Auto: none"
33,980,,0,0,,0,0,0,,,"rammed alliance partner in auto. "
0,3752,,0,0,,0,0,0,,,
34,3512,yes,0,0,,0,0,0,,,"Starting zone: pri,"
34,1138,yes,0,0,,0,0,0,,,"they got hit. "
34,4322,,0,0,,0,0,0,,,"Was dead until the last 10 seconds"
34,294,yes,0,0,,2,0,0,,,"Weak claw grip; connection issues; "
34,3512,yes,0,0,,3,3,0,,,"Starting zone: landfill primary zone: landfill coopertition: none scoring tactics: landfillauto:none"
34,3752,,0,0,,0,0,0,,,"Collects from Landfill. Inexperienced Drive Team. No present Human Player loading totes or throwing noodles."
35,5634,yes,0,0,,0,2,1,,,bruh
35,1197,,0,0,,10,5,1,,,
0,606,,0,0,,0,0,0,,,"Collects from Landfill. No mechanism to secure Tote during transport. "
35,5124,,0,0,,8,4,2,,,"Feeder station ;Fast stacker; two stacks of 4 with litter"
35,529,yes,0,0,,4,2,0,,,"Starting zone: staging primary zone :landfill coopertition: none scoring tactics: grab 2 totes at the same time"
36,4201,,0,0,,7,7,2,,,"ramp for feeder station. "
36,3328,yes,0,0,,2,1,0,,,"Collects from feeder station. Slow movement. "
36,2404,,0,0,,0,0,0,,,"Starting zone: landfill primary zone:landfill copertition: none scoring tactics:landfil auto: None.Robot was disable in the beginning "
36,702,,0,0,,4,0,0,,,"Struggled with totes; Confused driver; feeder station"
36,5647,,0,0,,0,0,0,,,"tried to lift totes"
37,687,yes,1,0,,0,0,0,,,"Fell over"
37,599,yes,1,0,,2,0,0,,,"gets middle totes 2. "
0,4619,yes,0,1,,2,0,0,,,"Attempted Coopertition; opposing alliance did not comply. They also whacked our robot in Autonomous stage. Dinguses."
37,848,yes,0,1,,0,0,0,,,"auto: pushes yellow and bin forward. struggle to lift tote"
37,3882,,0,0,,6,4,0,,,"Feeder station;  slow"
38,1438,yes,0,0,,3,0,0,,,"slow. "
38,5285,,0,0,,0,0,0,,,"really slow. "
38,4964,,0,0,,1,0,0,,,"Collects from Landfill. Ineffective design for grabbing Totes."
38,5089,yes,3,0,,0,0,0,,,"Starting zone: staging primary zone:landfill coopertition: none scoring tactics: landfill "
38,1661,yes,0,0,,2,0,0,,,"Claw picks up at an extreme angle; tried cooperation"
39,980,yes,,0,,3,0,0,,,
39,5540,,0,0,,3,0,0,,,"Start staging zone. Auto none primay zone landfill "
39,589,,0,0,,5,0,0,,,"Retrieves from Human Chute. Can only transport one or two Totes at a time. "
39,2439,yes,3,0,,0,0,0,,,"only had one arm"
40,4019,,0,0,,0,0,0,,,"starts in landfill. weird arm waving in auto."
40,4,yes,0,0,,0,0,0,,,"Start staging zone. Tried doopertitio.?primary zone landfill "
40,1452,,0,0,,2,0,0,,,"Used a yellow tote in a regular stack. Unable to grab trash bin."
40,958,,0,0,,0,0,0,,,Dead
40,5100,,0,0,,0,1,0,,,
41,2637,,0,0,,10,5,0,,,
0,4913,,0,0,,2,0,0,,,"Collects from landfill. Can grab only one tote at a time. Unique but inefficient robot design. "
41,3309,,0,0,,5,5,1,,,"Landfill robot; consistent stacker; ok driver"
41,1717,,0,0,,6,6,0,,,
042,3759,yes,0,0,,0,0,0,,,"Tries to use yellow totes at feeders?  "
42,867,,0,0,,1,0,0,,,"Landfill; picks up one tote at a time; bad driver; weak claw"
42,207,yes,0,0,,6,0,0,,,"Collects from Human Chute. Irregular stacking pattern (i.e stacks of 1, 3)"
43,3863,,0,0,,0,0,0,,,
43,4415,yes,0,0,,0,1,0,,,"Ineffective claw design. Didn't seem to collect from either the Landfill or Human Chute."
43,1515,yes,0,0,,3,3,0,,,"Feeder robot; "
043,3863,,0,0,,0,0,0,,,"Trie to coopertition. Sketchy connection to station "
44,4574,yes,0,0,,2,3,0,,,"Trash Can from back of bot. Hooks bin at landfill a Any orientation. 3 totes max"
44,696,,0,0,,6,0,0,,,"Fast stacker; feeder station : great driver"
44,5513,yes,1,0,,2,0,0,,,"Attempted Coopertition; opposing alliance did not assist. Recieves totes from Landfill. Slow movement of Robot."
44,5512,,0,0,,3,1,0,,,"Goes to landfill pushes totes"
45,1438,yes,0,0,,0,0,0,,,"Collects from Landfill. Can only grab one tote at a time. Ineffective design."
45,4322,,0,0,,0,0,0,,,"Cooperation; slow; not a good stacker"
5634,,,0,0,,0,0,0,,,
46,5634,yes,0,0,,1,0,0,,,"Landfill; slow stacker and mover"
46,973,,0,0,,5,5,1,,,"Feeder. 2x 5totes cAn w litter + 2 totes"
46,4276,yes,0,1,,0,0,0,,,"Collects from Human Chute. Holds Trash Bin sideways. Has trouble stacking totes efficiently. "
47,4019,yes,0,0,,0,0,0,,,"Did not attempt to stack totes the entire match. "
047,980,yes,0,0,,0,0,0,,,"Goes into arena with illegal set over bot perimeter. Landfill but driver sucks. "
0,3309,,0,0,,0,0,0,,,"Bad driver; cannot control robot"
,,,,,,,,,,,
048,4415,yes,0,0,,0,0,0,,,"Didn't do crap. "
48,2439,yes,0,0,,4,0,0,,,"Grabs one tote at a time. "
48,4079,,0,0,,0,0,0,,,"Rolled around"
48,330,,0,0,,10,6,3,,,"Feeder robot; amazing; three cans 3 pieces of litter; 20 seconds left"
48,4079,,0,0,,1,1,1,,,"Starting at staging. Primary at feeding. Coopertition none. Scoring tactic bin with the litter. Auto none. Put 2 bins with letters on the bumb without totes."
49,1388,yes,0,0,,2,5,1,,,"Feeder robot; focuses on liter and bins;"
49,207,yes,0,0,,6,0,0,,,"Collects from Human Chute. "
49,1138,yes,0,0,,0,0,0,,,"Knocked over stack of 2"
049,2839,,0,0,,3,2,0,,,"Hooks totes 2 or 3 at landfill and can 2x"
49,5100,,0,0,,2,0,0,,,"Start at staging. Primary landfill. Coopertition none. Auto none. Scoring tactic landfill."
50,2404,,0,0,,0,0,0,,,"No-Show. No robot, no representative."
050,2576,yes,4,0,,0,0,0,,,"Feeder station. One 4 and one 3 stack. "
50,5102,,0,0,,0,0,0,,,"Feeder robot; not good at stacking high; bad time management "
50,5124,,0,0,,8,6,0,,,"had 4 stack that fell. had a 6 stack w/ bin. "
51,1160,yes,0,0,,3,1,1,,,Slow
,,,,,,,,,,,
51,3328,yes,0,0,,1,0,0,,,"Feeder robot; no evident plan"
51,3512,,0,0,,3,0,0,,,"Starting zone: Staging zone Primary zone: landfill Coopertition: 2 totes Scoring tactic: landfill grey, yellow totes Auto:none"
51,3863,yes,0,0,,1,0,0,,,"Attempted Coopertition; success! Focused purely on Coopertition. Collects from Human Chute. "
51,4619,,1,0,,1,0,0,,,"Hooks tote at landfill. "
52,4,yes,0,0,,0,0,0,,,
52,867,,0,0,,1,0,0,,,"choppy movement. "
52,5669,,0,0,,4,0,0,,,"Landfill. Stacks up to two pairs of two totems for a total of four. "
52,5432,,0,0,,0,0,0,,,"Starting zone: staging zone  Primary zone: feeding station  Coopertition: none Scoring tactic: feeding Auto: none"
52,995,yes,0,0,,1,0,0,,,"Slow; bad time management; feeder station; not able to load quickly "
52,4574,yes,1,0,,4,0,0,,,"Landfill hooks tote any orientation 3 at a time. "
52,4574,yes,1,0,,4,0,0,,,"Landfill hooks tote any orientation 3 at a time. "
53,2443,yes,0,0,,3,1,0,,,"Collects from Landfill. "
53,5510,,0,0,,4,0,0,,,"Slow; feeder robot ; crowded feeder"
53,4501,,0,0,,0,0,0,,,"Didn't do crap. "
54,1452,yes,0,0,,2,0,0,,,
54,3752,yes,0,0,,0,0,0,,,"Feeder. Terrible. "
54,5521,yes,1,0,,2,0,0,,,"Collects from Landfill. Maximum capacity of one tote when transporting."
54,843,yes,0,1,,1,0,0,,,"Starting zone: staging Primary zone: landfill Coopertition: None Scoring tactic: landfill"
54,2637,,0,0,,10,5,1,,,"Feeder robot; fast stacker; 2 5 stacks with bins and litter"
55,1717,,0,0,,2,0,0,,,"seemed to struggle"
55,696,,0,0,,6,0,0,,,"Starting zone: landfill Coopertition: none. Scoring tactic: feeding Auto:none"
55,1661,,0,0,,0,0,0,,,
55,691,yes,0,0,,1,0,0,,,"Attempted to stack yellow tote with gray tote; faulty gameplan. "
,,,,,,,,,,,
55,1197,,0,0,,11,5,1,,,
56,3512,,0,0,,0,0,0,,,"Slow. "
56,606,,0,0,,1,0,0,,,"not to good. "
56,589,yes,0,0,,3,0,0,,,"Feeder; short stacks; slow"
56,5102,,0,0,,1,1,0,,,"Feeder. 2 x 1t&1b + 1 tote"
56,4019,yes,0,0,,2,0,0,,,"No working mechanism to hold totes or trash bin. Later tried to hit totes out of Landfill but to no avail. "
057,2576,yes,0,0,,1,0,0,,,"Feeder. "
057,2576,yes,0,0,,1,0,0,,,"Feeder. "
57,995,,0,0,,3,0,0,,,"Feeder station; foul slow ; bad claw grip"
,,,,,,,,,,,
58,4,yes,0,0,,2,0,0,,,"Landfill; bad driver; no plan; slow;"
58,4276,,0,0,,7,0,0,,,"Stacks crooked"
58,5669,,0,0,,3,0,0,,,"Landfill hooks. 2x 3t"
58,1160,yes,0,0,,0,0,0,,,"Great Autonomous. Attempted Coopertition; denied by opposing alliance. Focused on Coopertition above all."
58,5285,,0,0,,0,0,0,,,"Collects from Human Chute. Attempted Coopertition; human player and driver not communicating."
59,5432,,0,0,,0,0,0,,,Junk
,,,,,,,,,,,
61,691,,0,0,,3,0,0,,,
60,4501,,0,0,,1,1,1,,,"Slow moving; keeps dropping bins"
60,597,,0,0,,2,0,0,,,"No grip; landfill ; slow; "
60,5647,,0,0,,3,0,0,,,"Landfill. Can only grab one tote at a time. "
61,5100,,0,0,,2,0,0,,,"Landfill. Can carry only one tote at a time. "
61,1148,,0,0,,3,1,1,,,"Nearly tips over when driving and holding something; "
0,1448,,0,0,,1,1,0,,,"Slow; not effective; feeder station"
62,5634,,0,0,,0,0,0,,,"Pursued Trash Bin exclusively. Ineffective overall."
62,848,yes,0,0,,0,0,0,,,"Coopertition ; noodle jammed robot mechanics; slow; tip risk"
62,5510,yes,0,0,,0,0,0,,,"Dead, really bad "
63,1717,,0,0,,6,6,0,,,whooo
063,599,yes,0,0,,0,0,0,,,L
63,2404,yes,0,0,,3,0,0,,,"slow. hard to lift totes. "
63,5540,yes,0,0,,2,0,0,,,"Collects from Landfill. Attempted Coopertition; failed."
63,1515,yes,3,0,,0,0,0,,,"Starting zone: staging Coopertition:none Scoring tactic: feeding "
063,599,yes,0,0,,0,0,0,,,"Didn't move"
63,4964,,0,0,,2,0,0,,,"Landfill; didn't do anything most of match"
64,867,,0,0,,3,0,0,,,"choppy movement. "
64,2839,yes,0,0,,4,0,0,,,"Knocked over another's stack"
64,968,,0,0,,0,0,0,,,"Starting zone: staging Primary zone: feedingCoopertition: Scoring tactic: tried to get bins. Flip their bin with noodle.Auto:none"
64,5512,,0,0,,1,0,0,,,"Landfill; not effective at lifting; slow"
64,5521,yes,1,0,,2,0,0,,,"Collects from Landfill. Can only grab one tote at a time. "
64,5124,,0,0,,3,0,0,,,"slow. feeding trouble"
65,687,yes,0,0,,4,0,0,,,"Bad operating"
65,5513,yes,0,0,,0,0,0,,,"auto: pushes yellow past 2nd bump. "
65,207,yes,0,0,,8,0,0,,,"scores 3 at a time"
65,3328,yes,0,0,,3,0,2,,,"Collects from Human Chute. Reliable Bin mechanism."
65,2439,,0,0,,3,3,0,,,"Starting zone: staging Primary zone:feeding  Coopertition: none Scoring tactic: feeding Auto:none"
0,1452,yes,1,0,,3,4,1,,,"Suction claw; landfill; cooperation; s"
66,3309,yes,0,0,,3,0,1,,,"Collects from Landfill. Takes a long time to stack totes. "
66,4619,,0,0,,2,0,0,,,"Got stuck in auto; "
0,1197,,0,0,,6,6,1,,,whoooooooo
66,4079,,0,0,,1,0,0,,,"Driving around; no plan; bad"
66,1388,yes,0,0,,3,3,0,,,"can hook bin with claw arm"
67,4201,,0,0,,0,0,0,,,
67,691,,0,0,,0,0,0,,,"Dead robot. Disabled "
67,5100,,0,0,,4,0,0,,,"Landfill. Can carry only one tote at a time. "
67,973,,0,0,,12,12,2,,,"Bruh. kanakas"
67,3512,yes,0,0,,2,2,0,,,
65,4201,,0,0,,8,"4; 4",2,,,"copy triangle idea; feeder station; ramp;"
0,,,0,0,,0,0,0,,,
0,848,,0,0,,2,0,0,,,"Couldn't do much; feeder station"
68,4913,yes,0,0,,3,0,0,,,"Collects from Landfill. Can only hold one tote at a time. "
68,5634,yes,0,0,,0,0,0,,,"turtlespeed. fought bin and lost."
68,599,,0,0,,1,0,0,,,"Lost connection; feeder station"
69,3863,,0,0,,0,0,0,,,"they moved. mmmmmmmmmmmmmmmhhhhhhhhmmmmmmm"
68,4501,yes,0,0,,0,0,0,,,"Start at staging zone. Didn't do anything. Tried to get the bin."
68,4,yes,0,0,,0,0,0,,,"Trouble picking up"
69,980,yes,0,0,,2,0,0,,,"Collects from Human Chute. Has trouble securing Tote and Bin. "
67,5221,,0,0,,0,0,0,,,"Super slow"
69,1160,yes,0,0,,3,2,1,,,
,,,,,,,,,,,
70,4019,,0,0,,0,0,0,,,"auto: twirled. Died in teleop."
69,3759,yes,0,0,,7,1,0,,,"Super slow"
70,5669,,0,0,,4,0,0,,,"Dual pick up; land fill; 4 separate totes"
71,1661,yes,0,0,,0,0,0,,,"auto: pushes yellow"
71,1717,yes,1,0,,1,2,1,,,"Feeder station; doesn't drop totes through chute correctly; "
71,4276,,0,0,,4,4,0,,,ok
71,5647,,0,0,,2,0,0,,,"Landfill; slow ; weak lift"
